NAME,USH18PTRAHAN,USH18PKOH,USH18PLITALIEN,USH18PMATIAS,USH18PGIFFORD,USH18PCHANDLER,USH18PDAS,USH18PBALLINGER,USH18PMALONE,USH18PGOLDER,USH18PBLANK,Pct,SS18PFINEGOLD,SS18PARMANO,SS18PPAYANO,All Others,SS18PBLANK,Total Votes Cast,SS14PLITALIEN,SS14PPAYANO,SS14PRODRIGUEZ,SS14PBLANK,Ward,Pct,SH17PVARGAS,SH17PTOOHEY,All Others,SH17PBLANK,Total Votes Cast,NAMELSAD20,GEOID20
Lowell City Ward 8 Precinct 2,146.0,25.0,16.0,18.0,103.0,20.0,13.0,6.0,27.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 8 Precinct 2,25017001069
Lowell City Ward 8 Precinct 3,366.0,62.0,54.0,20.0,164.0,9.0,17.0,16.0,46.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 8 Precinct 3,25017001070
Lowell City Ward 9 Precinct 1,81.0,27.0,11.0,30.0,53.0,8.0,3.0,4.0,10.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 9 Precinct 1,25017001071
Lowell City Ward 9 Precinct 2,158.0,36.0,28.0,26.0,92.0,20.0,11.0,7.0,15.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 9 Precinct 2,25017001072
Lowell City Ward 9 Precinct 3,124.0,42.0,15.0,27.0,52.0,7.0,2.0,1.0,13.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 9 Precinct 3,25017001073
Lunenburg Town Precinct A,38.0,52.0,43.0,9.0,74.0,7.0,2.0,5.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lunenburg Town Precinct A,25027001080
Lunenburg Town Precinct B,39.0,73.0,37.0,12.0,73.0,9.0,2.0,8.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lunenburg Town Precinct B,25027001081
Lunenburg Town Precinct C,46.0,45.0,32.0,12.0,66.0,9.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lunenburg Town Precinct C,25027001082
Lunenburg Town Precinct D,41.0,57.0,40.0,18.0,63.0,5.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lunenburg Town Precinct D,25027001083
Marlborough City Ward 1 Precinct 1,37.0,57.0,37.0,20.0,45.0,17.0,7.0,5.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 1 Precinct 1,25017001146
Marlborough City Ward 1 Precinct 2,54.0,85.0,45.0,24.0,72.0,20.0,5.0,3.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 1 Precinct 2,25017001147
Marlborough City Ward 2 Precinct 1,45.0,59.0,61.0,19.0,63.0,21.0,4.0,2.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 2 Precinct 1,25017001148
Marlborough City Ward 2 Precinct 2,28.0,37.0,31.0,20.0,47.0,14.0,2.0,3.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 2 Precinct 2,25017001149
Marlborough City Ward 3 Precinct 1,25.0,53.0,19.0,33.0,23.0,12.0,4.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 3 Precinct 1,25017001150
Marlborough City Ward 3 Precinct 2,71.0,73.0,53.0,23.0,53.0,36.0,3.0,6.0,6.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 3 Precinct 2,25017001151
Marlborough City Ward 4 Precinct 1,22.0,25.0,23.0,17.0,18.0,5.0,2.0,4.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 4 Precinct 1,25017001152
Marlborough City Ward 4 Precinct 2,61.0,98.0,31.0,16.0,50.0,19.0,4.0,7.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 4 Precinct 2,25017001153
Marlborough City Ward 5 Precinct 1,24.0,54.0,25.0,14.0,20.0,8.0,1.0,5.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 5 Precinct 1,25017001154
Marlborough City Ward 5 Precinct 2,45.0,78.0,49.0,15.0,34.0,14.0,4.0,3.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 5 Precinct 2,25017001155
Marlborough City Ward 6 Precinct 1,28.0,45.0,25.0,9.0,32.0,8.0,4.0,7.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 6 Precinct 1,25017001156
Marlborough City Ward 6 Precinct 2,53.0,73.0,50.0,12.0,77.0,16.0,4.0,5.0,1.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 6 Precinct 2,25017001157
Marlborough City Ward 7 Precinct 1,49.0,63.0,54.0,9.0,36.0,7.0,3.0,6.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 7 Precinct 1,25017001158
Marlborough City Ward 7 Precinct 2,28.0,51.0,32.0,10.0,33.0,13.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marlborough City Ward 7 Precinct 2,25017001159
Maynard Town Precinct 1,75.0,90.0,73.0,29.0,89.0,130.0,1.0,7.0,8.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maynard Town Precinct 1,25017001173
Maynard Town Precinct 2,61.0,72.0,96.0,35.0,62.0,114.0,3.0,1.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maynard Town Precinct 2,25017001174
Maynard Town Precinct 3,75.0,94.0,76.0,36.0,69.0,90.0,1.0,6.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maynard Town Precinct 3,25017001175
Maynard Town Precinct 4,51.0,68.0,83.0,26.0,80.0,79.0,4.0,3.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maynard Town Precinct 4,25017001176
Methuen Town Precinct 1,79.0,135.0,79.0,93.0,25.0,7.0,3.0,8.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 1,25009001218
Methuen Town Precinct 10,70.0,139.0,64.0,137.0,32.0,11.0,7.0,10.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 10,25009001219
Methuen Town Precinct 11,106.0,180.0,66.0,20.0,26.0,4.0,11.0,14.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 11,25009001220
Methuen Town Precinct 12,69.0,167.0,45.0,57.0,21.0,8.0,6.0,8.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 12,25009001221
Methuen Town Precinct 2,13.0,28.0,21.0,175.0,10.0,5.0,0.0,5.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 2,25009001222
Methuen Town Precinct 3,63.0,174.0,59.0,75.0,21.0,6.0,0.0,4.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 3,25009001223
Methuen Town Precinct 4,78.0,140.0,80.0,84.0,27.0,5.0,3.0,9.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 4,25009001224
Methuen Town Precinct 5,42.0,94.0,36.0,84.0,17.0,5.0,3.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 5,25009001225
Methuen Town Precinct 6,65.0,161.0,39.0,94.0,17.0,12.0,4.0,11.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 6,25009001226
Methuen Town Precinct 7,80.0,145.0,93.0,63.0,22.0,10.0,5.0,7.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 7,25009001227
Methuen Town Precinct 8,137.0,160.0,94.0,32.0,24.0,3.0,8.0,9.0,10.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 8,25009001228
Methuen Town Precinct 9,74.0,147.0,72.0,39.0,27.0,7.0,10.0,6.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methuen Town Precinct 9,25009001229
Pepperell Town Precinct 1,132.0,76.0,44.0,19.0,42.0,41.0,5.0,8.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pepperell Town Precinct 1,25017001489
Pepperell Town Precinct 2,101.0,130.0,55.0,14.0,72.0,41.0,10.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pepperell Town Precinct 2,25017001490
Pepperell Town Precinct 3,87.0,100.0,54.0,20.0,46.0,41.0,13.0,12.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pepperell Town Precinct 3,25017001491
Shirley Town Precinct 1,137.0,126.0,123.0,46.0,105.0,28.0,6.0,16.0,5.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shirley Town Precinct 1,25017001678
Stow Town Precinct 1,75.0,89.0,93.0,25.0,76.0,175.0,4.0,11.0,8.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stow Town Precinct 1,25017001819
Stow Town Precinct 2,68.0,79.0,101.0,27.0,82.0,205.0,3.0,3.0,8.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stow Town Precinct 2,25017001820
Sudbury Town Precinct 1,74.0,79.0,65.0,12.0,98.0,14.0,0.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sudbury Town Precinct 1,25017001824
Tewksbury Town Precinct 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,229.0,60.0,3.0,52.0,768.0,421.0,65.0,51.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tewksbury Town Precinct 1,25017001863
Tewksbury Town Precinct 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,245.0,53.0,2.0,78.0,780.0,348.0,55.0,45.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tewksbury Town Precinct 2,25017001865
Tewksbury Town Precinct 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,232.0,67.0,0.0,40.0,762.0,436.0,59.0,45.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tewksbury Town Precinct 3,25017001867
Tewksbury Town Precinct 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,255.0,69.0,1.0,121.0,985.0,478.0,68.0,42.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tewksbury Town Precinct 4,25017001869
Townsend Town Precinct 1,48.0,44.0,30.0,11.0,30.0,10.0,2.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Townsend Town Precinct 1,25017001874
Townsend Town Precinct 2,55.0,47.0,43.0,12.0,45.0,17.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Townsend Town Precinct 2,25017001875
Townsend Town Precinct 3,66.0,48.0,29.0,9.0,34.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Townsend Town Precinct 3,25017001876
Tyngsborough Town Precinct 1,191.0,42.0,29.0,4.0,37.0,12.0,24.0,3.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyngsborough Town Precinct 1,25017001878
Tyngsborough Town Precinct 2,189.0,50.0,27.0,7.0,26.0,6.0,22.0,4.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyngsborough Town Precinct 2,25017001879
Tyngsborough Town Precinct 3,167.0,55.0,39.0,3.0,23.0,6.0,20.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyngsborough Town Precinct 3,25017001880
Tyngsborough Town Precinct 4,204.0,48.0,24.0,9.0,28.0,12.0,21.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyngsborough Town Precinct 4,25017001881
Westford Town Precinct 1,243.0,103.0,47.0,14.0,49.0,35.0,9.0,8.0,6.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westford Town Precinct 1,25017002000
Westford Town Precinct 2,247.0,82.0,64.0,31.0,49.0,29.0,12.0,7.0,10.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westford Town Precinct 2,25017002001
Westford Town Precinct 3,286.0,130.0,69.0,20.0,62.0,23.0,27.0,7.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westford Town Precinct 3,25017002002
Westford Town Precinct 4,220.0,128.0,65.0,20.0,59.0,33.0,18.0,4.0,15.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westford Town Precinct 4,25017002003
Westford Town Precinct 5,278.0,110.0,73.0,24.0,57.0,20.0,7.0,5.0,7.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westford Town Precinct 5,25017002004
Westford Town Precinct 6,190.0,99.0,37.0,8.0,39.0,19.0,23.0,11.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westford Town Precinct 6,25017002005
Westminster Town Precinct 1,56.0,81.0,92.0,12.0,78.0,6.0,4.0,7.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westminster Town Precinct 1,25027002007
Westminster Town Precinct 2,65.0,86.0,73.0,14.0,64.0,4.0,2.0,4.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westminster Town Precinct 2,25027002008
Winchendon Town Precinct 1,3.0,5.0,9.0,4.0,18.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Winchendon Town Precinct 1,25027002059
Winchendon Town Precinct 2,22.0,42.0,42.0,7.0,37.0,6.0,1.0,3.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Winchendon Town Precinct 2,25027002060
Winchendon Town Precinct 3,25.0,35.0,42.0,4.0,59.0,6.0,0.0,5.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Winchendon Town Precinct 3,25027002061
